title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Lonely,DaBaby X Lil Wayne,,68,0,1,68,True,2021-09-25
You Time,Scotty McCreery,,69,72,7,69,False,2021-09-25
Gyalis,Capella Grey,,70,82,7,70,False,2021-09-25
Skate,Silk Sonic (Bruno Mars & Anderson .Paak),,14,67,7,71,False,2021-09-25
IMY2,Drake Featuring Kid Cudi,,22,22,2,72,False,2021-09-25
Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,53,79,21,73,False,2021-09-25
My Boy,Elvie Shane,,70,89,12,74,False,2021-09-25
Off The Grid,Kanye West,,11,41,3,75,False,2021-09-25
Yebba's Heartbreak,Drake & Yebba,,24,24,2,76,False,2021-09-25
Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,,24,71,16,77,False,2021-09-25
Get Along Better,Drake Featuring Ty Dolla $ign,,27,27,2,78,False,2021-09-25
Cold As You,Luke Combs,,76,76,7,79,False,2021-09-25
Volvi,Aventura x Bad Bunny,,22,77,7,80,False,2021-09-25
Memory,Kane Brown X blackbear,,50,86,10,81,False,2021-09-25
Todo de Ti,Rauw Alejandro,,32,73,16,82,False,2021-09-25
You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,,25,25,2,83,False,2021-09-25
Lalisa,Lisa,,84,0,1,84,True,2021-09-25
Get Into It (Yuh),Doja Cat,,68,88,6,85,False,2021-09-25
Fountains,Drake Featuring Tems,,26,26,2,86,False,2021-09-25
Yonaguni,Bad Bunny,,10,84,15,87,False,2021-09-25
Don't Go Yet,Camila Cabello,,42,93,8,88,False,2021-09-25
Single Saturday Night,Cole Swindell,,26,90,20,89,False,2021-09-25
In Da Getto,J Balvin & Skrillex,,90,0,2,90,False,2021-09-25
Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,91,94,5,91,False,2021-09-25
You Should Probably Leave,Chris Stapleton,,63,92,11,92,False,2021-09-25
Summer Of Love,Shawn Mendes & Tainy,,48,96,4,93,False,2021-09-25
Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,80,100,7,94,False,2021-09-25
Come Through,H.E.R. Featuring Chris Brown,,64,0,14,95,False,2021-09-25
We Didn't Have Much,Justin Moore,,41,81,13,96,False,2021-09-25
Ain't Shit,Doja Cat,,24,97,12,97,False,2021-09-25
Cold Heart (PNAU Remix),Elton John & Dua Lipa,,81,0,2,98,False,2021-09-25
Jail,Kanye West,,10,58,3,99,False,2021-09-25
Knowing You,Kenny Chesney,,87,0,5,100,False,2021-09-25
